DateTime,kW
24/03/2021 02.45,0
24/03/2021 03.00,0
24/03/2021 03.15,0
24/03/2021 03.30,0
24/03/2021 03.45,0
24/03/2021 04.00,0
24/03/2021 04.15,0
24/03/2021 04.30,0
24/03/2021 04.45,0
24/03/2021 05.00,0
24/03/2021 05.15,0
24/03/2021 05.30,0
24/03/2021 05.45,0
24/03/2021 06.00,0
24/03/2021 06.15,0
24/03/2021 06.30,48
24/03/2021 06.45,176
24/03/2021 07.00,360
24/03/2021 07.15,656
24/03/2021 07.30,992
24/03/2021 07.45,1368
24/03/2021 08.00,1736
24/03/2021 08.15,2112
24/03/2021 08.30,2496
24/03/2021 08.45,2856
24/03/2021 09.00,3200
24/03/2021 09.15,3528
24/03/2021 09.30,3816
24/03/2021 09.45,4056
24/03/2021 10.00,4296
24/03/2021 10.15,4480
24/03/2021 10.30,4656
24/03/2021 10.45,4808
24/03/2021 11.00,4952
24/03/2021 11.15,5096
24/03/2021 11.30,5200
24/03/2021 11.45,5216
24/03/2021 12.00,5224
24/03/2021 12.15,5232
24/03/2021 12.30,5200
24/03/2021 12.45,5168
24/03/2021 13.00,5080
24/03/2021 13.15,5000
24/03/2021 13.30,4856
24/03/2021 13.45,4736
24/03/2021 14.00,4600
24/03/2021 14.15,4416
24/03/2021 14.30,4176
24/03/2021 14.45,3984
24/03/2021 15.00,3776
24/03/2021 15.15,3496
24/03/2021 15.30,3216
24/03/2021 15.45,2920
24/03/2021 16.00,2560
24/03/2021 16.15,2216
24/03/2021 16.30,1856
24/03/2021 16.45,1488
24/03/2021 17.00,1128
24/03/2021 17.15,800
24/03/2021 17.30,520
24/03/2021 17.45,304
24/03/2021 18.00,144
24/03/2021 18.15,0
24/03/2021 18.30,0
24/03/2021 18.45,0
24/03/2021 19.00,0
24/03/2021 19.15,0
24/03/2021 19.30,0
24/03/2021 19.45,0
24/03/2021 20.00,0
24/03/2021 20.15,0
24/03/2021 20.30,0
24/03/2021 20.45,0
24/03/2021 21.00,0
24/03/2021 21.15,0
24/03/2021 21.30,0
24/03/2021 21.45,0
24/03/2021 22.00,0
24/03/2021 22.15,0
24/03/2021 22.30,0
24/03/2021 22.45,0
24/03/2021 23.00,0
24/03/2021 23.15,0
24/03/2021 23.30,0
24/03/2021 23.45,0
24/03/2021 24.00,0
25/03/2021 00.15,0
25/03/2021 00.30,0
25/03/2021 00.45,0
25/03/2021 01.00,0
25/03/2021 01.15,0
25/03/2021 01.30,0
25/03/2021 01.45,0
25/03/2021 02.00,0
25/03/2021 02.15,0
25/03/2021 02.30,0
25/03/2021 02.45,0
25/03/2021 03.00,0
25/03/2021 03.15,0
25/03/2021 03.30,0
25/03/2021 03.45,0
25/03/2021 04.00,0
25/03/2021 04.15,0
25/03/2021 04.30,0
25/03/2021 04.45,0
25/03/2021 05.00,0
25/03/2021 05.15,0
25/03/2021 05.30,0
25/03/2021 05.45,0
25/03/2021 06.00,0
25/03/2021 06.15,0
25/03/2021 06.30,48
25/03/2021 06.45,152
25/03/2021 07.00,328
25/03/2021 07.15,560
25/03/2021 07.30,848
25/03/2021 07.45,1160
25/03/2021 08.00,1448
25/03/2021 08.15,1792
25/03/2021 08.30,2128
25/03/2021 08.45,2480
25/03/2021 09.00,2808
25/03/2021 09.15,3120
25/03/2021 09.30,3416
25/03/2021 09.45,3680
25/03/2021 10.00,3904
25/03/2021 10.15,4128
25/03/2021 10.30,4288
25/03/2021 10.45,4416
25/03/2021 11.00,4592
25/03/2021 11.15,4720
25/03/2021 11.30,4784
25/03/2021 11.45,4856
25/03/2021 12.00,4840
25/03/2021 12.15,4800
25/03/2021 12.30,4768
25/03/2021 12.45,4480
25/03/2021 13.00,4464
25/03/2021 13.15,4256
25/03/2021 13.30,4400
25/03/2021 13.45,4040
25/03/2021 14.00,3872
25/03/2021 14.15,3888
25/03/2021 14.30,3056
25/03/2021 14.45,2416
25/03/2021 15.00,2184
25/03/2021 15.15,1888
25/03/2021 15.30,1712
25/03/2021 15.45,1712
25/03/2021 16.00,1328
25/03/2021 16.15,1096
25/03/2021 16.30,920
25/03/2021 16.45,768
25/03/2021 17.00,624
25/03/2021 17.15,496
25/03/2021 17.30,368
25/03/2021 17.45,248
25/03/2021 18.00,136
25/03/2021 18.15,8
25/03/2021 18.30,0
25/03/2021 18.45,0
25/03/2021 19.00,0
25/03/2021 19.15,0
25/03/2021 19.30,0
25/03/2021 19.45,0
25/03/2021 20.00,0
25/03/2021 20.15,0
25/03/2021 20.30,0
25/03/2021 20.45,0
25/03/2021 21.00,0
25/03/2021 21.15,0
25/03/2021 21.30,0
25/03/2021 21.45,0
25/03/2021 22.00,0
25/03/2021 22.15,0
25/03/2021 22.30,0
25/03/2021 22.45,0
25/03/2021 23.00,0
25/03/2021 23.15,0
25/03/2021 23.30,0
25/03/2021 23.45,0
25/03/2021 24.00,0
26/03/2021 00.15,0
26/03/2021 00.30,0
26/03/2021 00.45,0
26/03/2021 01.00,0
26/03/2021 01.15,0
26/03/2021 01.30,0
26/03/2021 01.45,0
26/03/2021 02.00,0
26/03/2021 02.15,0
26/03/2021 02.30,0
26/03/2021 02.45,0
26/03/2021 03.00,0
26/03/2021 03.15,0
26/03/2021 03.30,0
26/03/2021 03.45,0
26/03/2021 04.00,0
26/03/2021 04.15,0
26/03/2021 04.30,0
26/03/2021 04.45,0
26/03/2021 05.00,0
26/03/2021 05.15,0
26/03/2021 05.30,0
26/03/2021 05.45,0
26/03/2021 06.00,0
26/03/2021 06.15,0
26/03/2021 06.30,48
26/03/2021 06.45,144
26/03/2021 07.00,272
26/03/2021 07.15,512
26/03/2021 07.30,808
26/03/2021 07.45,1088
26/03/2021 08.00,1376
26/03/2021 08.15,1696
26/03/2021 08.30,2032
26/03/2021 08.45,2376
26/03/2021 09.00,2704
26/03/2021 09.15,3008
26/03/2021 09.30,3296
26/03/2021 09.45,3520
26/03/2021 10.00,3712
26/03/2021 10.15,3920
26/03/2021 10.30,4136
26/03/2021 10.45,4296
26/03/2021 11.00,4448
26/03/2021 11.15,4536
26/03/2021 11.30,4640
26/03/2021 11.45,4680
26/03/2021 12.00,4640
26/03/2021 12.15,4688
26/03/2021 12.30,4608
26/03/2021 12.45,4608
26/03/2021 13.00,4528
26/03/2021 13.15,4408
26/03/2021 13.30,4192
26/03/2021 13.45,4088
26/03/2021 14.00,3920
26/03/2021 14.15,3664
26/03/2021 14.30,2568
26/03/2021 14.45,3256
26/03/2021 15.00,3040
26/03/2021 15.15,2800
26/03/2021 15.30,2728
26/03/2021 15.45,2320
26/03/2021 16.00,2120
26/03/2021 16.15,1520
26/03/2021 16.30,1176
26/03/2021 16.45,1088
26/03/2021 17.00,976
26/03/2021 17.15,688
26/03/2021 17.30,576
26/03/2021 17.45,384
26/03/2021 18.00,192
26/03/2021 18.15,0
26/03/2021 18.30,0
26/03/2021 18.45,0
26/03/2021 19.00,0
26/03/2021 19.15,0
26/03/2021 19.30,0
26/03/2021 19.45,0
26/03/2021 20.00,0
26/03/2021 20.15,0
26/03/2021 20.30,0
26/03/2021 20.45,0
26/03/2021 21.00,0
26/03/2021 21.15,0
26/03/2021 21.30,0
26/03/2021 21.45,0
26/03/2021 22.00,0
26/03/2021 22.15,0
26/03/2021 22.30,0
26/03/2021 22.45,0
26/03/2021 23.00,0
26/03/2021 23.15,0
26/03/2021 23.30,0
26/03/2021 23.45,0
26/03/2021 24.00,0
27/03/2021 00.15,0
27/03/2021 00.30,0
27/03/2021 00.45,0
27/03/2021 01.00,0
27/03/2021 01.15,0
27/03/2021 01.30,0
27/03/2021 01.45,0
27/03/2021 02.00,0
27/03/2021 02.15,0
27/03/2021 02.30,0
27/03/2021 02.45,0
27/03/2021 03.00,0
27/03/2021 03.15,0
27/03/2021 03.30,0
27/03/2021 03.45,0
27/03/2021 04.00,0
27/03/2021 04.15,0
27/03/2021 04.30,0
27/03/2021 04.45,0
27/03/2021 05.00,0
27/03/2021 05.15,0
27/03/2021 05.30,0
27/03/2021 05.45,0
27/03/2021 06.00,0
27/03/2021 06.15,0
27/03/2021 06.30,40
27/03/2021 06.45,144
27/03/2021 07.00,304
27/03/2021 07.15,408
27/03/2021 07.30,504
27/03/2021 07.45,728
27/03/2021 08.00,1168
27/03/2021 08.15,1440
27/03/2021 08.30,2016
27/03/2021 08.45,2328
27/03/2021 09.00,2608
27/03/2021 09.15,2720
27/03/2021 09.30,3088
27/03/2021 09.45,2912
27/03/2021 10.00,3400
27/03/2021 10.15,3744
27/03/2021 10.30,3888
27/03/2021 10.45,4064
27/03/2021 11.00,4200
27/03/2021 11.15,4056
27/03/2021 11.30,4232
27/03/2021 11.45,4008
27/03/2021 12.00,3744
27/03/2021 12.15,3848
27/03/2021 12.30,3208
27/03/2021 12.45,4568
27/03/2021 13.00,3968
27/03/2021 13.15,4368
27/03/2021 13.30,4296
27/03/2021 13.45,3424
27/03/2021 14.00,3792
27/03/2021 14.15,3824
27/03/2021 14.30,3736
27/03/2021 14.45,3560
27/03/2021 15.00,3336
27/03/2021 15.15,3144
27/03/2021 15.30,2856
27/03/2021 15.45,2480
27/03/2021 16.00,2168
27/03/2021 16.15,1872
27/03/2021 16.30,1576
27/03/2021 16.45,1216
27/03/2021 17.00,496
27/03/2021 17.15,152
27/03/2021 17.30,184
27/03/2021 17.45,144
27/03/2021 18.00,72
27/03/2021 18.15,0
27/03/2021 18.30,0
27/03/2021 18.45,0
27/03/2021 19.00,0
27/03/2021 19.15,0
27/03/2021 19.30,0
27/03/2021 19.45,0
27/03/2021 20.00,0
27/03/2021 20.15,0
27/03/2021 20.30,0
27/03/2021 20.45,0
27/03/2021 21.00,0
27/03/2021 21.15,0
27/03/2021 21.30,0
27/03/2021 21.45,0
27/03/2021 22.00,0
27/03/2021 22.15,0
27/03/2021 22.30,0
27/03/2021 22.45,0
27/03/2021 23.00,0
27/03/2021 23.15,0
27/03/2021 23.30,0
27/03/2021 23.45,0
27/03/2021 24.00,0
28/03/2021 00.15,0
28/03/2021 00.30,0
28/03/2021 00.45,0
28/03/2021 01.00,0
28/03/2021 01.15,0
28/03/2021 01.30,0
28/03/2021 01.45,0
28/03/2021 02.00,0
28/03/2021 02.15,0
28/03/2021 02.30,0
28/03/2021 02.45,0
28/03/2021 03.00,0
28/03/2021 03.15,0
28/03/2021 03.30,0
28/03/2021 03.45,0
28/03/2021 04.00,0
28/03/2021 04.15,0
28/03/2021 04.30,0
28/03/2021 04.45,0
28/03/2021 05.00,0
28/03/2021 05.15,0
28/03/2021 05.30,0
28/03/2021 05.45,0
28/03/2021 06.00,0
28/03/2021 06.15,0
28/03/2021 06.30,64
28/03/2021 06.45,208
28/03/2021 07.00,296
28/03/2021 07.15,448
28/03/2021 07.30,776
28/03/2021 07.45,840
28/03/2021 08.00,1264
28/03/2021 08.15,1624
28/03/2021 08.30,1624
28/03/2021 08.45,1832
28/03/2021 09.00,2648
28/03/2021 09.15,2928
28/03/2021 09.30,3208
28/03/2021 09.45,3432
28/03/2021 10.00,3656
28/03/2021 10.15,3856
28/03/2021 10.30,4056
28/03/2021 10.45,4224
28/03/2021 11.00,4344
28/03/2021 11.15,4432
28/03/2021 11.30,4536
28/03/2021 11.45,4624
28/03/2021 12.00,4680
28/03/2021 12.15,4704
28/03/2021 12.30,4712
28/03/2021 12.45,4560
28/03/2021 13.00,4408
28/03/2021 13.15,4560
28/03/2021 13.30,4176
28/03/2021 13.45,4440
28/03/2021 14.00,4288
28/03/2021 14.15,3368
28/03/2021 14.30,3216
28/03/2021 14.45,3752
28/03/2021 15.00,3400
28/03/2021 15.15,2976
28/03/2021 15.30,2784
28/03/2021 15.45,2432
28/03/2021 16.00,2144
28/03/2021 16.15,1936
28/03/2021 16.30,1632
28/03/2021 16.45,1368
28/03/2021 17.00,960
28/03/2021 17.15,696
28/03/2021 17.30,464
28/03/2021 17.45,280
28/03/2021 18.00,144
28/03/2021 18.15,0
28/03/2021 18.30,0
28/03/2021 18.45,0
28/03/2021 19.00,0
28/03/2021 19.15,0
28/03/2021 19.30,0
28/03/2021 19.45,0
28/03/2021 20.00,0
28/03/2021 20.15,0
28/03/2021 20.30,0
28/03/2021 20.45,0
28/03/2021 21.00,0
28/03/2021 21.15,0
28/03/2021 21.30,0
28/03/2021 21.45,0
28/03/2021 22.00,0
28/03/2021 22.15,0
28/03/2021 22.30,0
28/03/2021 22.45,0
28/03/2021 23.00,0
28/03/2021 23.15,0
28/03/2021 23.30,0
28/03/2021 23.45,0
28/03/2021 24.00,0
29/03/2021 00.15,0
29/03/2021 00.30,0
29/03/2021 00.45,0
29/03/2021 01.00,0
29/03/2021 01.15,0
29/03/2021 01.30,0
29/03/2021 01.45,0
29/03/2021 02.00,0
29/03/2021 02.15,0
29/03/2021 02.30,0
29/03/2021 02.45,0
29/03/2021 03.00,0
29/03/2021 03.15,0
29/03/2021 03.30,0
29/03/2021 03.45,0
29/03/2021 04.00,0
29/03/2021 04.15,0
29/03/2021 04.30,0
29/03/2021 04.45,0
29/03/2021 05.00,0
29/03/2021 05.15,0
29/03/2021 05.30,0
29/03/2021 05.45,0
29/03/2021 06.00,0
29/03/2021 06.15,0
29/03/2021 06.30,72
29/03/2021 06.45,160
29/03/2021 07.00,392
29/03/2021 07.15,608
29/03/2021 07.30,760
29/03/2021 07.45,1040
29/03/2021 08.00,1328
29/03/2021 08.15,1456
29/03/2021 08.30,1904
29/03/2021 08.45,2128
29/03/2021 09.00,2752
29/03/2021 09.15,3216
29/03/2021 09.30,3224
29/03/2021 09.45,2976
29/03/2021 10.00,3680
29/03/2021 10.15,4344
29/03/2021 10.30,4208
29/03/2021 10.45,4464
29/03/2021 11.00,3920
29/03/2021 11.15,4592
29/03/2021 11.30,4808
29/03/2021 11.45,4976
29/03/2021 12.00,4936
29/03/2021 12.15,4984
29/03/2021 12.30,4248
29/03/2021 12.45,3824
29/03/2021 13.00,4016
29/03/2021 13.15,3792
29/03/2021 13.30,4824
29/03/2021 13.45,4576
29/03/2021 14.00,4448
29/03/2021 14.15,4264
29/03/2021 14.30,4104
29/03/2021 14.45,3904
29/03/2021 15.00,3224
29/03/2021 15.15,3496
29/03/2021 15.30,3200
29/03/2021 15.45,2928
29/03/2021 16.00,2512
29/03/2021 16.15,1776
29/03/2021 16.30,1184
29/03/2021 16.45,1040
29/03/2021 17.00,896
29/03/2021 17.15,760
29/03/2021 17.30,416
29/03/2021 17.45,416
29/03/2021 18.00,136
29/03/2021 18.15,32
29/03/2021 18.30,0
29/03/2021 18.45,0
29/03/2021 19.00,0
29/03/2021 19.15,0
29/03/2021 19.30,0
29/03/2021 19.45,0
29/03/2021 20.00,0
29/03/2021 20.15,0
29/03/2021 20.30,0
29/03/2021 20.45,0
29/03/2021 21.00,0
29/03/2021 21.15,0
29/03/2021 21.30,0
29/03/2021 21.45,0
29/03/2021 22.00,0
29/03/2021 22.15,0
29/03/2021 22.30,0
29/03/2021 22.45,0
29/03/2021 23.00,0
29/03/2021 23.15,0
29/03/2021 23.30,0
29/03/2021 23.45,0
29/03/2021 24.00,0
30/03/2021 00.15,0
30/03/2021 00.30,0
30/03/2021 00.45,0
30/03/2021 01.00,0
30/03/2021 01.15,0
30/03/2021 01.30,0
30/03/2021 01.45,0
30/03/2021 02.00,0
30/03/2021 02.15,0
30/03/2021 02.30,0
30/03/2021 02.45,0
30/03/2021 03.00,0
30/03/2021 03.15,0
30/03/2021 03.30,0
30/03/2021 03.45,0
30/03/2021 04.00,0
30/03/2021 04.15,0
30/03/2021 04.30,0
30/03/2021 04.45,0
30/03/2021 05.00,0
30/03/2021 05.15,0
30/03/2021 05.30,0
30/03/2021 05.45,0
30/03/2021 06.00,0
30/03/2021 06.15,0
30/03/2021 06.30,72
30/03/2021 06.45,192
30/03/2021 07.00,384
30/03/2021 07.15,648
30/03/2021 07.30,984
30/03/2021 07.45,1552
30/03/2021 08.00,1584
30/03/2021 08.15,1456
30/03/2021 08.30,1904
30/03/2021 08.45,1856
30/03/2021 09.00,1360
30/03/2021 09.15,3856
30/03/2021 09.30,3904
30/03/2021 09.45,3104
30/03/2021 10.00,2528
30/03/2021 10.15,4232
30/03/2021 10.30,4528
30/03/2021 10.45,4624
30/03/2021 11.00,4776
30/03/2021 11.15,4864
30/03/2021 11.30,4752
30/03/2021 11.45,5392
30/03/2021 12.00,4632
30/03/2021 12.15,4728
30/03/2021 12.30,3880
30/03/2021 12.45,4224
30/03/2021 13.00,5216
30/03/2021 13.15,3872
30/03/2021 13.30,4744
30/03/2021 13.45,4464
30/03/2021 14.00,2592
30/03/2021 14.15,2072
30/03/2021 14.30,4120
30/03/2021 14.45,3808
30/03/2021 15.00,3088
30/03/2021 15.15,3104
30/03/2021 15.30,2640
30/03/2021 15.45,704
30/03/2021 16.00,344
30/03/2021 16.15,208
30/03/2021 16.30,272
30/03/2021 16.45,248
30/03/2021 17.00,192
30/03/2021 17.15,368
30/03/2021 17.30,296
30/03/2021 17.45,376
30/03/2021 18.00,264
30/03/2021 18.15,0
30/03/2021 18.30,0
30/03/2021 18.45,0
30/03/2021 19.00,0
30/03/2021 19.15,0
30/03/2021 19.30,0
30/03/2021 19.45,0
30/03/2021 20.00,0
30/03/2021 20.15,0
30/03/2021 20.30,0
30/03/2021 20.45,0
30/03/2021 21.00,0
30/03/2021 21.15,0
30/03/2021 21.30,0
30/03/2021 21.45,0
30/03/2021 22.00,0
30/03/2021 22.15,0
30/03/2021 22.30,0
30/03/2021 22.45,0
30/03/2021 23.00,0
30/03/2021 23.15,0
30/03/2021 23.30,0
30/03/2021 23.45,0
30/03/2021 24.00,0
31/03/2021 00.15,0
31/03/2021 00.30,0
31/03/2021 00.45,0
31/03/2021 01.00,0
31/03/2021 01.15,0
31/03/2021 01.30,0
31/03/2021 01.45,0
31/03/2021 02.00,0
31/03/2021 02.15,0
31/03/2021 02.30,0
31/03/2021 02.45,0
31/03/2021 03.00,0
31/03/2021 03.15,0
31/03/2021 03.30,0
31/03/2021 03.45,0
31/03/2021 04.00,0
31/03/2021 04.15,0
31/03/2021 04.30,0
31/03/2021 04.45,0
31/03/2021 05.00,0
31/03/2021 05.15,0
31/03/2021 05.30,0
31/03/2021 05.45,0
31/03/2021 06.00,0
31/03/2021 06.15,0
31/03/2021 06.30,136
31/03/2021 06.45,376
31/03/2021 07.00,392
31/03/2021 07.15,456
31/03/2021 07.30,576
31/03/2021 07.45,736
31/03/2021 08.00,1096
31/03/2021 08.15,1624
31/03/2021 08.30,1864
31/03/2021 08.45,1800
31/03/2021 09.00,2048
31/03/2021 09.15,2288
31/03/2021 09.30,2320
31/03/2021 09.45,2640
31/03/2021 10.00,2760
31/03/2021 10.15,312
31/03/2021 10.30,520
31/03/2021 10.45,3904
31/03/2021 11.00,2960
31/03/2021 11.15,4384
31/03/2021 11.30,4208
31/03/2021 11.45,4168
31/03/2021 12.00,4352
31/03/2021 12.15,4296
31/03/2021 12.30,4304
31/03/2021 12.45,4280
31/03/2021 13.00,4240
31/03/2021 13.15,4200
31/03/2021 13.30,4160
31/03/2021 13.45,4040
31/03/2021 14.00,3896
31/03/2021 14.15,3728
31/03/2021 14.30,3560
31/03/2021 14.45,3304
31/03/2021 15.00,3144
31/03/2021 15.15,2584
31/03/2021 15.30,2288
31/03/2021 15.45,1920
31/03/2021 16.00,1600
31/03/2021 16.15,1424
31/03/2021 16.30,800
31/03/2021 16.45,648
31/03/2021 17.00,688
31/03/2021 17.15,552
31/03/2021 17.30,304
31/03/2021 17.45,128
31/03/2021 18.00,48
31/03/2021 18.15,0
31/03/2021 18.30,0
31/03/2021 18.45,0
31/03/2021 19.00,0
31/03/2021 19.15,0
31/03/2021 19.30,0
31/03/2021 19.45,0
31/03/2021 20.00,0
31/03/2021 20.15,0
31/03/2021 20.30,0
31/03/2021 20.45,0
31/03/2021 21.00,0
31/03/2021 21.15,0
31/03/2021 21.30,0
31/03/2021 21.45,0
31/03/2021 22.00,0
31/03/2021 22.15,0
31/03/2021 22.30,0
31/03/2021 22.45,0
31/03/2021 23.00,0
31/03/2021 23.15,0
31/03/2021 23.30,0
31/03/2021 23.45,0
31/03/2021 24.00,0
01/04/2021 00.15,0
01/04/2021 00.30,0
01/04/2021 00.45,0
01/04/2021 01.00,0
01/04/2021 01.15,0
01/04/2021 01.30,0
01/04/2021 01.45,0
01/04/2021 02.00,0
01/04/2021 02.15,0
01/04/2021 02.30,0
01/04/2021 02.45,0
01/04/2021 03.00,0
01/04/2021 03.15,0
01/04/2021 03.30,0
01/04/2021 03.45,0
01/04/2021 04.00,0
01/04/2021 04.15,0
01/04/2021 04.30,0
01/04/2021 04.45,0
01/04/2021 05.00,0
01/04/2021 05.15,0
01/04/2021 05.30,0
01/04/2021 05.45,0
01/04/2021 06.00,0
01/04/2021 06.15,0
01/04/2021 06.30,32
01/04/2021 06.45,112
01/04/2021 07.00,496
01/04/2021 07.15,760
01/04/2021 07.30,720
01/04/2021 07.45,824
01/04/2021 08.00,904
01/04/2021 08.15,1008
01/04/2021 08.30,1152
01/04/2021 08.45,1352
01/04/2021 09.00,1520
01/04/2021 09.15,1768
01/04/2021 09.30,1800
01/04/2021 09.45,1888
01/04/2021 10.00,2184
01/04/2021 10.15,2488
01/04/2021 10.30,3048
01/04/2021 10.45,3424
01/04/2021 11.00,3872
01/04/2021 11.15,4192
01/04/2021 11.30,4488
01/04/2021 11.45,4424
01/04/2021 12.00,4296
01/04/2021 12.15,4072
01/04/2021 12.30,4064
01/04/2021 12.45,4232
01/04/2021 13.00,4656
01/04/2021 13.15,4576
01/04/2021 13.30,4360
01/04/2021 13.45,4320
01/04/2021 14.00,4192
01/04/2021 14.15,4112
01/04/2021 14.30,3928
01/04/2021 14.45,3680
01/04/2021 15.00,3392
01/04/2021 15.15,3136
01/04/2021 15.30,2760
01/04/2021 15.45,2304
01/04/2021 16.00,2184
01/04/2021 16.15,1936
01/04/2021 16.30,1664
01/04/2021 16.45,1288
01/04/2021 17.00,984
01/04/2021 17.15,696
01/04/2021 17.30,448
01/04/2021 17.45,256
01/04/2021 18.00,104
01/04/2021 18.15,16
01/04/2021 18.30,0
01/04/2021 18.45,0
01/04/2021 19.00,0
01/04/2021 19.15,0
01/04/2021 19.30,0
01/04/2021 19.45,0
01/04/2021 20.00,0
01/04/2021 20.15,0
01/04/2021 20.30,0
01/04/2021 20.45,0
01/04/2021 21.00,0
01/04/2021 21.15,0
01/04/2021 21.30,0
01/04/2021 21.45,0
01/04/2021 22.00,0
01/04/2021 22.15,0
01/04/2021 22.30,0
01/04/2021 22.45,0
01/04/2021 23.00,0
01/04/2021 23.15,0
01/04/2021 23.30,0
01/04/2021 23.45,0
01/04/2021 24.00,0
02/04/2021 00.15,0
02/04/2021 00.30,0
02/04/2021 00.45,0
02/04/2021 01.00,0
02/04/2021 01.15,0
02/04/2021 01.30,0
02/04/2021 01.45,0
02/04/2021 02.00,0
02/04/2021 02.15,0
02/04/2021 02.30,0
02/04/2021 02.45,0
02/04/2021 03.00,0
02/04/2021 03.15,0
02/04/2021 03.30,0
02/04/2021 03.45,0
02/04/2021 04.00,0
02/04/2021 04.15,0
02/04/2021 04.30,0
02/04/2021 04.45,0
02/04/2021 05.00,0
02/04/2021 05.15,0
02/04/2021 05.30,0
02/04/2021 05.45,0
02/04/2021 06.00,0
02/04/2021 06.15,0
02/04/2021 06.30,8
02/04/2021 06.45,80
02/04/2021 07.00,208
02/04/2021 07.15,344
02/04/2021 07.30,584
02/04/2021 07.45,880
02/04/2021 08.00,1024
02/04/2021 08.15,976
02/04/2021 08.30,1216
02/04/2021 08.45,1376
02/04/2021 09.00,1184
02/04/2021 09.15,1440
02/04/2021 09.30,1632
02/04/2021 09.45,1976
02/04/2021 10.00,1912
02/04/2021 10.15,1688
02/04/2021 10.30,2128
02/04/2021 10.45,3200
02/04/2021 11.00,3160
02/04/2021 11.15,3744
02/04/2021 11.30,5104
02/04/2021 11.45,4952
02/04/2021 12.00,4984
02/04/2021 12.15,5072
02/04/2021 12.30,4192
02/04/2021 12.45,4312
02/04/2021 13.00,4456
02/04/2021 13.15,3984
02/04/2021 13.30,3928
02/04/2021 13.45,3856
02/04/2021 14.00,4464
02/04/2021 14.15,2416
02/04/2021 14.30,3928
02/04/2021 14.45,3584
02/04/2021 15.00,1848
02/04/2021 15.15,3184
02/04/2021 15.30,2112
02/04/2021 15.45,1776
02/04/2021 16.00,2624
02/04/2021 16.15,2424
02/04/2021 16.30,2040
02/04/2021 16.45,1248
02/04/2021 17.00,856
02/04/2021 17.15,1200
02/04/2021 17.30,616
02/04/2021 17.45,440
02/04/2021 18.00,176
02/04/2021 18.15,24
02/04/2021 18.30,0
02/04/2021 18.45,0
02/04/2021 19.00,0
02/04/2021 19.15,0
02/04/2021 19.30,0
02/04/2021 19.45,0
02/04/2021 20.00,0
02/04/2021 20.15,0
02/04/2021 20.30,0
02/04/2021 20.45,0
02/04/2021 21.00,0
02/04/2021 21.15,0
02/04/2021 21.30,0
02/04/2021 21.45,0
02/04/2021 22.00,0
02/04/2021 22.15,0
02/04/2021 22.30,0
02/04/2021 22.45,0
02/04/2021 23.00,0
02/04/2021 23.15,0
02/04/2021 23.30,0
02/04/2021 23.45,0
02/04/2021 24.00,0
03/04/2021 00.15,0
03/04/2021 00.30,0
03/04/2021 00.45,0
03/04/2021 01.00,0
03/04/2021 01.15,0
03/04/2021 01.30,0
03/04/2021 01.45,0
03/04/2021 02.00,0
03/04/2021 02.15,0
03/04/2021 02.30,0
03/04/2021 02.45,0
03/04/2021 03.00,0
03/04/2021 03.15,0
03/04/2021 03.30,0
03/04/2021 03.45,0
03/04/2021 04.00,0
03/04/2021 04.15,0
03/04/2021 04.30,0
03/04/2021 04.45,0
03/04/2021 05.00,0
03/04/2021 05.15,0
03/04/2021 05.30,0
03/04/2021 05.45,0
03/04/2021 06.00,0
03/04/2021 06.15,16
03/04/2021 06.30,88
03/04/2021 06.45,184
03/04/2021 07.00,384
03/04/2021 07.15,600
03/04/2021 07.30,624
03/04/2021 07.45,760
03/04/2021 08.00,864
03/04/2021 08.15,968
03/04/2021 08.30,1320
03/04/2021 08.45,2704
03/04/2021 09.00,3064
03/04/2021 09.15,3032
03/04/2021 09.30,3232
03/04/2021 09.45,2872
03/04/2021 10.00,3840
03/04/2021 10.15,3936
03/04/2021 10.30,4024
03/04/2021 10.45,4376
03/04/2021 11.00,4336
03/04/2021 11.15,4176
03/04/2021 11.30,4008
03/04/2021 11.45,4104
03/04/2021 12.00,4728
03/04/2021 12.15,4392
03/04/2021 12.30,4192
03/04/2021 12.45,3840
03/04/2021 13.00,3632
03/04/2021 13.15,3576
03/04/2021 13.30,3232
03/04/2021 13.45,3896
03/04/2021 14.00,4048
03/04/2021 14.15,3376
03/04/2021 14.30,2976
03/04/2021 14.45,3032
03/04/2021 15.00,2792
03/04/2021 15.15,2544
03/04/2021 15.30,1888
03/04/2021 15.45,1552
03/04/2021 16.00,1328
03/04/2021 16.15,1344
03/04/2021 16.30,1632
03/04/2021 16.45,1120
03/04/2021 17.00,1040
03/04/2021 17.15,944
03/04/2021 17.30,568
03/04/2021 17.45,384
03/04/2021 18.00,208
03/04/2021 18.15,48
03/04/2021 18.30,0
03/04/2021 18.45,0
03/04/2021 19.00,0
03/04/2021 19.15,0
03/04/2021 19.30,0
03/04/2021 19.45,0
03/04/2021 20.00,0
03/04/2021 20.15,0
03/04/2021 20.30,0
03/04/2021 20.45,0
03/04/2021 21.00,0
03/04/2021 21.15,0
03/04/2021 21.30,0
03/04/2021 21.45,0
03/04/2021 22.00,0
03/04/2021 22.15,0
03/04/2021 22.30,0
03/04/2021 22.45,0
03/04/2021 23.00,0
03/04/2021 23.15,0
03/04/2021 23.30,0
03/04/2021 23.45,0
03/04/2021 24.00,0
